,指标1,指标2,相关性得分,最优TS位移位数,最优TS,最优皮尔逊位移位数,最优位移皮尔逊相关系数,指标1 显著频率top3,指标2 显著频率top3,未位移皮尔逊相关系数,TS,kl,相关类型(1:正相关_person为基准 ;0:负相关_TS为基准)
55,GDP,进口数量指数(HS2):总指数,47.7082567524465,-9,0.527082567524465,3,0.28156234663415175,"[38.25, 21.857142857142854, 8.5]","[38.25, 4.5, 9.0]",0.14475387864263292,0.14475387864263292,0.13557637697324237,0
56,GDP,进口价值指数(HS2):总指数,63.660153099723715,-12,0.6866015309972372,1,0.4835863850335093,"[38.25, 21.857142857142854, 8.5]","[38.25, 25.5, 17.0]",0.42169963122081777,0.42169963122081777,0.13255499289235434,0
57,GDP,出口金额:高新技术产品:当月值,45.82261697849969,1,0.5082261697849968,1,0.5082261697849969,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 19.125, 76.5]",0.4823299386755924,0.4823299386755924,0.22356312741963694,1
58,GDP,出口金额:高新技术产品:累计值,52.7033795252399,-3,0.5770337952523992,-3,0.5770337952523991,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 76.5, 19.125]",0.4847235786844905,0.4847235786844905,0.2612392931928674,1
59,GDP,进口金额:高新技术产品:当月值,43.26984348887331,1,0.48269843488873315,1,0.48269843488873315,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 17.0, 76.5]",0.45579197830143753,0.45579197830143753,0.22587954179809616,1
60,GDP,进口金额:高新技术产品:累计值,48.08350984734738,-3,0.5308350984734735,-3,0.5308350984734738,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 76.5, 19.125]",0.49783726687684965,0.49783726687684965,0.3023975943665219,1
61,GDP,进口金额:高新技术产品:累计同比,52.3190343098935,-12,0.6231903430989351,1,0.36507249015727095,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 19.125, 76.5]",0.31295526395707723,0.31295526395707723,0.14231240665044226,0
62,GDP,进口金额:机电产品:当月值,56.744710795600895,1,0.5674471079560088,1,0.567447107956009,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 17.0]",0.5163378327939889,0.5163378327939889,0.26457071777492625,1
63,GDP,进口金额:机电产品:累计值,56.78124259956808,-3,0.567812425995681,-3,0.5678124259956808,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 17.0]",0.5466272743002624,0.5466272743002624,0.2921475130472659,1
64,GDP,进口金额:机电产品:累计同比,56.2487370226917,-12,0.662487370226917,1,0.43011677982311775,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 19.125, 8.5]",0.3822612791740003,0.3822612791740003,0.14073380487317033,0
65,GDP,批准外商直接投资项目(企业)数:当月值,13.228505128789038,1,0.1822850512878903,1,0.18228505128789038,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 4.5, 7.285714285714285]",0.18171895687118142,0.18171895687118142,0.2213730982999364,1
66,GDP,实际使用外资金额:外商直接投资:当月值,35.23290392114578,3,0.4023290392114579,3,0.40232903921145774,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 17.0, 5.4642857142857135]",0.36819635764297054,0.36819635764297054,0.1829000919191206,1
67,GDP,实际使用外资金额:外商直接投资:累计同比,63.04254100462566,1,0.6804254100462569,1,0.6804254100462567,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 21.857142857142854, 9.0]",0.6798489536613554,0.6798489536613554,0.12305457148357972,1
68,GDP,批准外商直接投资项目(企业)数:当月同比,11.009419225706985,8,0.16009419225706983,8,0.16009419225706983,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 51.0, 8.5]",0.059523138529967,0.059523138529967,0.2671447356494713,1
69,GDP,实际使用外资金额:外商直接投资:当月同比,31.73235299475654,-9,0.4621787124512709,2,0.3673235299475654,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 19.125, 2.7321428571428568]",0.33113428816928836,0.33113428816928836,0.208903683421929,1
70,GDP,实际使用外资金额:合计:累计同比,63.763913765765494,1,0.6876391376576542,1,0.6876391376576549,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 21.857142857142854, 9.0]",0.6809429158291453,0.6809429158291453,0.12397719975305654,1
71,GDP,房屋新开工面积:办公楼:累计值,24.81959064546204,5,0.29819590645462024,5,0.2981959064546204,"[38.25, 21.857142857142854, 8.5]","[51.0, 30.599999999999998, 19.125]",0.20918329094802424,0.20918329094802424,0.3568593570261306,1
72,GDP,房屋施工面积:累计同比,55.30783399176775,-12,0.5986756904881626,3,0.5530783399176775,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 11.769230769230768]",0.5188744731873963,0.5188744731873963,0.18352912184427292,1
73,GDP,房屋施工面积:住宅:累计同比,62.1079650669443,-12,0.6632612462460404,3,0.621079650669443,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 9.0]",0.5970228729150269,0.5970228729150269,0.12132186118330646,1
74,GDP,房屋施工面积:办公楼:累计同比,43.81593392911104,9,0.48815933929111005,9,0.4881593392911104,"[38.25, 21.857142857142854, 8.5]","[51.0, 17.0, 25.5]",0.04266136257200049,0.04266136257200049,0.18924057515667428,1
75,GDP,房屋施工面积:商业营业用房:累计同比,49.96488140161333,-12,0.6340671556957663,6,0.4996488140161333,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 17.0]",0.3050982204704645,0.3050982204704645,0.20879222684320742,1
76,GDP,房屋新开工面积:累计同比,63.56374274803507,-12,0.6856374274803507,8,0.44421236410478,"[38.25, 21.857142857142854, 8.5]","[38.25, 17.0, 13.909090909090908]",0.26096114540050336,0.26096114540050336,0.1736996585257893,0
77,GDP,房屋新开工面积:住宅:累计同比,64.93230569182427,-12,0.6993230569182427,8,0.45957710811481034,"[38.25, 21.857142857142854, 8.5]","[38.25, 19.125, 76.5]",0.26191904494298657,0.26191904494298657,0.19179357629199442,0
78,GDP,房屋新开工面积:办公楼:累计同比,30.569729135987764,-12,0.41597206340598963,10,0.35569729135987765,"[38.25, 21.857142857142854, 8.5]","[51.0, 17.0, 9.5625]",0.11335240169297897,0.11335240169297897,0.2204485628233343,1
79,GDP,房屋新开工面积:商业营业用房:累计同比,36.1981710489871,-12,0.5442595963604175,7,0.361981710489871,"[38.25, 21.857142857142854, 8.5]","[38.25, 25.5, 17.0]",0.18698604888846707,0.18698604888846707,0.2671631234329048,1
80,GDP,房屋竣工面积:累计同比,16.41137361129181,-11,0.21411373611291795,-11,0.21411373611291812,"[38.25, 21.857142857142854, 8.5]","[51.0, 25.5, 17.0]",-0.03842103739648151,0.03842103739648151,0.2514002693458932,1
81,GDP,房屋竣工面积:住宅:累计同比,18.14702568040615,-11,0.23147025680406128,-11,0.23147025680406147,"[38.25, 21.857142857142854, 8.5]","[51.0, 30.599999999999998, 15.299999999999999]",-0.06533107846459482,0.06533107846459482,0.26724316127689446,1
82,GDP,房屋竣工面积:办公楼:累计同比,57.715903817490414,-1,0.5771590381749042,-1,0.5771590381749041,"[38.25, 21.857142857142854, 8.5]","[38.25, 25.5, 19.125]",0.5305515283998645,0.5305515283998645,0.2145110141258278,1
83,GDP,房屋竣工面积:商业营业用房:累计同比,33.900185055437525,10,0.3890018505543754,10,0.38900185055437525,"[38.25, 21.857142857142854, 8.5]","[17.0, 38.25, 76.5]",-0.23096655226544627,0.23096655226544627,0.2657168246667847,1
84,GDP,土地购置费:累计同比,34.559637167346814,-12,0.5308226127571049,3,0.3955963716734681,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 19.125, 8.052631578947368]",0.3759373475373723,0.3759373475373723,0.14877192030250644,1
85,GDP,本年购置土地面积:累计同比,61.44964041742668,4,0.6144964041742665,4,0.6144964041742668,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 9.0]",0.5035677056443295,0.5035677056443295,0.1409095864628027,1
86,GDP,商品房销售额:住宅:累计同比,55.068686394159535,-5,0.6006868639415953,10,0.31421762699203254,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 9.5625]",-0.3181862033978252,0.3181862033978252,0.33658218454767813,0
87,GDP,商品房销售额:办公楼:累计同比,57.52587088803548,12,0.5752587088803549,12,0.5752587088803548,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 17.0]",-0.2753819260709103,0.2753819260709103,0.3445221616279732,1
88,GDP,商品房销售额:商业营业用房:累计同比,64.92184896412662,10,0.6492184896412659,10,0.6492184896412663,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 17.0]",-0.25820268206188024,0.25820268206188024,0.3383038331680856,1
89,GDP,商品房销售面积:累计同比,57.26995819492542,-5,0.6226995819492542,10,0.39967608481159517,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 9.5625]",-0.2781304778893018,0.2781304778893018,0.2861479759124112,0
90,GDP,商品房销售面积:住宅:累计同比,55.973234413940546,-5,0.6097323441394055,9,0.36725949483371695,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 9.5625]",-0.27958000378630504,0.27958000378630504,0.29248109732789784,0
91,GDP,商品房销售面积:办公楼:累计同比,62.986433942533715,12,0.6298643394253376,12,0.6298643394253371,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 17.0]",-0.2048552970186514,0.2048552970186514,0.25647569320153196,1
92,GDP,商品房销售面积:商业营业用房:累计同比,65.45120664691545,10,0.6545120664691542,10,0.6545120664691545,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 17.0]",-0.21802189052783758,0.21802189052783758,0.3170438417465396,1
93,GDP,社会消费品零售总额:当月同比_x,60.513050223795005,-2,0.6051305022379498,-2,0.6051305022379501,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 11.769230769230768]",0.5328089183728584,0.5328089183728584,0.10101680897025417,1
94,GDP,社会消费品零售总额:实际累计同比,44.49289017567073,1,0.5449289017567073,-12,0.19210184846195844,"[38.25, 21.857142857142854, 8.5]","[51.0, 21.857142857142854, 11.769230769230768]",-0.5319636693415102,0.5319636693415102,0.21474313673156045,0
95,GDP,固定资产投资完成额:累计值,15.363186312473719,2,0.20363186312473708,2,0.2036318631247372,"[38.25, 21.857142857142854, 8.5]","[25.5, 38.25, 17.0]",0.1495029608348257,0.1495029608348257,0.1318559316809447,1
96,GDP,房地产开发投资完成额:累计值,34.611971511950344,-2,0.39611971511950317,-2,0.39611971511950345,"[38.25, 21.857142857142854, 8.5]","[76.5, 38.25, 19.125]",0.2937826803519006,0.2937826803519006,0.22711002464242647,1
97,GDP,固定资产投资完成额:累计同比,25.06467829079058,-3,0.3881338857916778,-12,0.3006467829079058,"[38.25, 21.857142857142854, 8.5]","[51.0, 30.599999999999998, 7.6499999999999995]",-0.27700887854305756,0.27700887854305756,0.3446557505211433,1
98,GDP,房地产开发投资完成额:累计同比,60.80173532317906,-12,0.7285169277079313,1,0.6080173532317906,"[38.25, 21.857142857142854, 8.5]","[38.25, 19.125, 12.75]",0.5827448442123925,0.5827448442123925,0.10675964394052395,1
99,GDP,固定资产投资完成额:新建:累计同比,32.4778554064406,-2,0.3809917064109981,-12,0.37477855406440597,"[38.25, 21.857142857142854, 8.5]","[30.599999999999998, 19.125, 51.0]",-0.3534543223601974,0.3534543223601974,0.22960725474612456,1
100,GDP,固定资产投资完成额:扩建:累计同比,62.03063402398805,-12,0.6203063402398807,-12,0.6203063402398805,"[38.25, 21.857142857142854, 8.5]","[38.25, 19.125, 13.909090909090908]",-0.3608440419710429,0.3608440419710429,0.2802414716972821,1
101,GDP,固定资产投资完成额:改建:累计同比,51.08976154020638,-1,0.5617336706272895,-12,0.5608976154020638,"[38.25, 21.857142857142854, 8.5]","[25.5, 38.25, 9.0]",-0.5474463755660808,0.5474463755660808,0.35192199027053406,1
102,GDP,民间固定资产投资完成额:累计值,19.40109542347284,12,0.2857166110306577,-7,0.1940109542347284,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 8.052631578947368]",0.16391780077952348,0.16391780077952348,0.13042035556230921,1
103,GDP,民间固定资产投资完成额:累计同比,45.351124039557206,3,0.45351124039557245,3,0.45351124039557206,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 12.75]",0.4404686276358122,0.4404686276358122,0.10940714512126679,1
104,GDP,民间固定资产投资完成额:累计比重,47.84384038548956,0,0.47843840385489583,0,0.47843840385489556,"[38.25, 21.857142857142854, 8.5]","[38.25, 8.052631578947368, 5.1]",0.47843840385489556,0.47843840385489556,0.14941104294474025,1
105,GDP,工业增加值:当月同比_x,39.07172777004498,-10,0.5634402387609094,4,0.3907172777004498,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 17.0]",0.24043558309770294,0.24043558309770294,0.11965593987381008,1
106,GDP,工业增加值:累计同比,60.86745030530159,-11,0.6586745030530159,1,0.39961670367785207,"[38.25, 21.857142857142854, 8.5]","[38.25, 19.125, 8.5]",0.35012030116938037,0.35012030116938037,0.11204071892518709,0
107,GDP,全社会用电量:当月值_x,49.067119373026294,-10,0.5011991474262295,2,0.4906711937302629,"[38.25, 21.857142857142854, 8.5]","[38.25, 21.857142857142854, 76.5]",0.30773591827143887,0.30773591827143887,0.21137019772180388,1
108,GDP,产量:发电量:累计值,59.37789385205271,-2,0.5937789385205269,-2,0.5937789385205271,"[38.25, 21.857142857142854, 8.5]","[38.25, 19.125, 13.909090909090908]",0.544911978810064,0.544911978810064,0.2069968804255783,1
109,GDP,产量:火电:累计值,62.26230528063833,1,0.6226230528063833,1,0.6226230528063833,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 21.857142857142854]",0.5784985497799671,0.5784985497799671,0.23082130686483318,1
110,GDP,产量:水电:累计值,0.4489705245751878,-2,0.16595398399122932,-10,0.05448970524575188,"[38.25, 21.857142857142854, 8.5]","[76.5, 21.857142857142854, 3.558139534883721]",-0.1508840914558734,0.1508840914558734,0.2032852269701652,1
111,GDP,全社会用电量:累计值_x,60.731558332098686,1,0.6073155833209867,1,0.6073155833209869,"[38.25, 21.857142857142854, 8.5]","[38.25, 76.5, 19.125]",0.5480912308427566,0.5480912308427566,0.20063001732719293,1
