,指标1,指标2,相关性得分,最优TS位移位数,最优TS,最优皮尔逊位移位数,最优位移皮尔逊相关系数,指标1 显著频率top3,指标2 显著频率top3,未位移皮尔逊相关系数,TS,kl,相关类型(1:正相关_person为基准 ;0:负相关_TS为基准)
211,GDP,OECD综合领先指标:幅度调节型:五个主要亚洲国家,72.06656293,7,0.720665629,7,0.720665629,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 9.0]",0.157460835,0.157460835,0.025828052,1
213,GDP,OECD综合领先指标:幅度调节型:四个主要欧洲国家,67.7425601,-11,0.719664039,6,0.677425601,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 8.5]",0.32237615,0.32237615,0.025359269,1
206,GDP,OECD综合领先指标:四个主要欧洲国家,68.76309152,-11,0.710195461,6,0.687630915,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 11.769230769230768]",0.304642628,0.304642628,0.025403173,1
559,GDP,SHIBOR:9个月,70.98619313,-1,0.709861931,-1,0.709861931,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.705480447,0.705480447,0.021363847,1
567,GDP,中债国债到期收益率:1年,70.88785831,1,0.708878583,1,0.708878583,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.681346729,0.681346729,0.023426666,1
368,GDP,RPI:累计同比,70.80903027,-1,0.708090303,-1,0.708090303,"[38.25, 76.5, 21.857142857142854]","[38.25, 8.5, 7.285714285714285]",0.674879526,0.674879526,0.426625028,1
369,GDP,RPI:累计同比.1,70.80903027,-1,0.708090303,-1,0.708090303,"[38.25, 76.5, 21.857142857142854]","[38.25, 8.5, 7.285714285714285]",0.674879526,0.674879526,0.023474254,1
560,GDP,SHIBOR:1年,70.75743241,-1,0.707574324,-1,0.707574324,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.704435913,0.704435913,0.019357344,1
508,GDP,CPI:居住:累计同比,70.66122699,1,0.70661227,1,0.70661227,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 9.0]",0.67913177,0.67913177,0.169186019,1
439,GDP,RPI:家具:累计同比,70.54425193,-5,0.705442519,-5,0.705442519,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.468269932,0.468269932,0.196415843,1
558,GDP,SHIBOR:6个月,70.51568431,1,0.705156843,1,0.705156843,"[38.25, 76.5, 21.857142857142854]","[38.25, 21.857142857142854, 12.75]",0.698324394,0.698324394,0.024326539,1
529,GDP,CPI:非食品:当月同比.1,65.27238356,1,0.702723836,1,0.702723836,"[38.25, 76.5, 21.857142857142854]","[76.5, 38.25, 17.0]",0.684080856,0.684080856,0.024755193,1
524,GDP,CPI:非食品:当月同比,65.2682907,1,0.702682907,1,0.702682907,"[38.25, 76.5, 21.857142857142854]","[76.5, 38.25, 17.0]",0.684052211,0.684052211,0.120963495,1
642,GDP,零售额:建筑及装潢材料类:累计同比,65.18304402,10,0.70183044,10,0.70183044,"[38.25, 76.5, 21.857142857142854]","[30.599999999999998, 19.125, 9.0]",-0.222283401,0.222283401,0.278425355,1
117,GDP,宏观经济景气指数:滞后指数,69.807445,1,0.69807445,1,0.69807445,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 17.0]",0.622089326,0.622089326,0.022350445,1
178,GDP,宏观经济景气指数:滞后指数.1,69.807445,1,0.69807445,1,0.69807445,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 17.0]",0.622089326,0.622089326,0.022350445,1
215,GDP,OECD综合领先指标:幅度调节型:中国,69.74471163,7,0.697447116,7,0.697447116,"[38.25, 76.5, 21.857142857142854]","[38.25, 9.0, 7.6499999999999995]",0.139398041,0.139398041,0.025764423,1
571,GDP,中债国债到期收益率:6个月,69.64258778,1,0.696425878,1,0.696425878,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.671840689,0.671840689,0.026067265,1
380,GDP,PPI:生活资料:当月同比.1,69.38758931,1,0.693875893,1,0.693875893,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 9.5625]",0.631567802,0.631567802,0.024002874,1
373,GDP,PPI:生活资料:当月同比,69.38758931,1,0.693875893,1,0.693875893,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 9.5625]",0.631567802,0.631567802,0.160080969,1
205,GDP,OECD综合领先指标:欧元区,67.45813656,-12,0.693799814,5,0.674581366,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 11.769230769230768]",0.364289274,0.364289274,0.025278389,1
557,GDP,SHIBOR:3个月,69.23045001,1,0.6923045,1,0.6923045,"[38.25, 76.5, 21.857142857142854]","[38.25, 21.857142857142854, 12.75]",0.675779754,0.675779754,0.030764576,1
411,GDP,CPI:生活用品及服务:累计同比,64.13324437,-7,0.691332444,-7,0.691332444,"[38.25, 76.5, 21.857142857142854]","[76.5, 38.25, 10.2]",0.346297152,0.346297152,0.182230618,1
212,GDP,OECD综合领先指标:幅度调节型:欧元区,66.89034549,-12,0.690739616,5,0.668903455,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 11.769230769230768]",0.380501313,0.380501313,0.025238398,1
209,GDP,OECD综合领先指标:幅度调节型,68.90323159,5,0.689032316,5,0.689032316,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 11.769230769230768]",0.419511462,0.419511462,0.025181091,1
153,GDP,进口金额:外商独资企业:累计同比,63.80308265,-12,0.688030826,1,0.434452372,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 8.5]",0.362359372,0.362359372,0.144442135,0
472,GDP,农业生产资料价格指数:总指数:当月同比,63.62048729,-2,0.686204873,-2,0.686204873,"[38.25, 76.5, 21.857142857142854]","[51.0, 19.125, 9.5625]",0.595984467,0.595984467,0.190964768,1
202,GDP,OECD综合领先指标,68.42761247,5,0.684276125,5,0.684276125,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 11.769230769230768]",0.403654406,0.403654406,0.025284044,1
500,GDP,农业生产资料价格指数:机械化农具:环比,68.33921663,1,0.683392166,1,0.683392166,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 5.1]",0.619360204,0.619360204,0.091495494,1
501,GDP,农业生产资料价格指数:化学肥料:环比,68.31449102,2,0.68314491,2,0.68314491,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 21.857142857142854]",0.605990884,0.605990884,0.151620433,1
91,GDP,商品房销售面积:办公楼:累计同比,68.25929645,12,0.682592964,12,0.682592964,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 17.0]",-0.185631255,0.185631255,0.322267819,1
516,GDP,CPI:生活用品及服务:环比,68.23212894,1,0.682321289,1,0.682321289,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 15.299999999999999]",0.607222814,0.607222814,0.113817105,1
531,GDP,CPI:消费品:当月同比.1,63.20952275,1,0.682095227,1,0.682095227,"[38.25, 76.5, 21.857142857142854]","[51.0, 19.125, 9.5625]",0.623162774,0.623162774,0.023160365,1
526,GDP,CPI:消费品:当月同比,63.20952275,1,0.682095227,1,0.682095227,"[38.25, 76.5, 21.857142857142854]","[51.0, 19.125, 9.5625]",0.623162774,0.623162774,0.171012045,1
474,GDP,农业生产资料价格指数:农用手工具:当月同比,68.1744045,-5,0.681744045,-5,0.681744045,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 8.052631578947368]",0.420974327,0.420974327,0.273075724,1
695,GDP,用电量:工业:累计同比,54.22006321,-12,0.681564859,8,0.542200632,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 7.285714285714285]",0.301177098,0.301177098,0.143719238,1
491,GDP,农业生产资料价格指数:农药及农药械:累计同比,67.95774304,-7,0.67957743,-7,0.67957743,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 9.0]",0.216176851,0.216176851,0.236959489,1
696,GDP,全社会用电量:第二产业:累计同比,54.13992151,-12,0.678233602,8,0.541399215,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 7.285714285714285]",0.300997472,0.300997472,0.144538746,1
552,GDP,PPI:全部工业品:当月同比-PPIRM:当月同比,67.79662787,-12,0.677966279,-12,0.677966279,"[38.25, 76.5, 21.857142857142854]","[38.25, 21.857142857142854, 17.0]",-0.548627488,0.548627488,0.335632957,1
201,GDP,财新中国PMI,62.76288017,-8,0.677628802,5,0.471211825,"[38.25, 76.5, 21.857142857142854]","[38.25, 21.857142857142854, 9.0]",0.115143633,0.115143633,0.026135416,0
490,GDP,农业生产资料价格指数:化学肥料:累计同比,67.45930877,-5,0.674593088,-5,0.674593088,"[38.25, 76.5, 21.857142857142854]","[38.25, 8.5, 5.275862068965518]",0.371369138,0.371369138,0.368278022,1
420,GDP,RPI:日用品:当月同比,67.45293497,-7,0.67452935,-7,0.67452935,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 8.052631578947368]",0.23749294,0.23749294,0.323562502,1
210,GDP,OECD综合领先指标:幅度调节型:G7,67.29193617,4,0.672919362,4,0.672919362,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 11.769230769230768]",0.460572931,0.460572931,0.025020905,1
203,GDP,OECD综合领先指标:G7,67.25324118,4,0.672532412,4,0.672532412,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 11.769230769230768]",0.443333383,0.443333383,0.02510796,1
251,GDP,克强指数:累计值,61.84681615,-12,0.668468161,12,0.420425442,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 11.769230769230768]",0.069682575,0.069682575,0.223537862,0
563,GDP,银行间同业拆借加权利率:1个月,66.82431776,3,0.668243178,3,0.668243178,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 21.857142857142854]",0.587173538,0.587173538,0.040280273,1
570,GDP,中债国债到期收益率:3个月,66.80188875,1,0.668018888,1,0.668018888,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.649046447,0.649046447,0.030127505,1
679,GDP,产量:金属切削机床:当月同比,52.6584551,-12,0.66522277,7,0.526584551,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 2.25]",0.207235952,0.207235952,0.252989265,1
227,GDP,M1:同比,56.26610349,-7,0.662661035,12,0.360205323,"[38.25, 76.5, 21.857142857142854]","[76.5, 38.25, 25.5]",-0.271569552,0.271569552,0.303811121,0
495,GDP,农业生产资料价格指数:总指数:环比,61.24228509,3,0.662422851,3,0.662422851,"[38.25, 76.5, 21.857142857142854]","[51.0, 17.0, 9.5625]",0.475123533,0.475123533,0.155280338,1
462,GDP,CGPI:加工品:当月同比,65.04573687,-12,0.661997016,1,0.650457369,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 19.125]",0.572344167,0.572344167,0.156005019,1
388,GDP,CGPI:当月同比,66.08963342,1,0.660896334,1,0.660896334,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 25.5]",0.570937068,0.570937068,0.021209404,1
389,GDP,CGPI:当月同比.1,66.08963342,1,0.660896334,1,0.660896334,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 17.0]",0.570937068,0.570937068,0.324851701,1
150,GDP,进口金额:外商投资企业:累计同比,46.88765919,-12,0.660683998,1,0.468876592,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 9.0]",0.398123699,0.398123699,0.143469712,1
566,GDP,中债国债到期收益率:5年,66.06560591,3,0.660656059,3,0.660656059,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.608852813,0.608852813,0.017774275,1
19,GDP,税收收入:累计同比,59.12689675,-12,0.656340558,1,0.591268968,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 9.0]",0.497673583,0.497673583,0.143547755,1
463,GDP,CGPI:投资品:当月同比,65.57615652,1,0.655761565,1,0.655761565,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 25.5]",0.574860769,0.574860769,0.290285654,1
464,GDP,CGPI:消费品:当月同比,65.55515794,3,0.655551579,3,0.655551579,"[38.25, 76.5, 21.857142857142854]","[38.25, 21.857142857142854, 17.0]",0.513318944,0.513318944,0.190012254,1
56,GDP,进口价值指数(HS2):总指数,48.36120088,-12,0.654750333,2,0.483612009,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 17.0]",0.392530545,0.392530545,0.025414982,1
691,GDP,全社会用电量:累计同比,51.66949364,-12,0.654116548,8,0.516694936,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 7.285714285714285]",0.325106338,0.325106338,0.151814285,1
196,GDP,非制造业PMI:销售价格,65.40627421,4,0.654062742,4,0.654062742,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 21.857142857142854]",0.329679428,0.329679428,0.024205946,1
214,GDP,OECD综合领先指标:幅度调节型:美国,65.36368842,2,0.653636884,2,0.653636884,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 15.299999999999999]",0.493188923,0.493188923,0.024733432,1
20,GDP,税收收入:企业所得税:累计同比,65.26491842,1,0.652649184,1,0.652649184,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 21.857142857142854]",0.581765687,0.581765687,0.129453967,1
661,GDP,产量:氢氧化钠(烧碱):当月同比,60.13312125,-8,0.651331213,6,0.318434621,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 19.125]",0.064156339,0.064156339,0.20061671,0
382,GDP,PPI:生活资料:累计同比.1,65.09023839,-1,0.650902384,-1,0.650902384,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 9.0]",0.625363381,0.625363381,0.024067426,1
375,GDP,PPI:生活资料:累计同比,65.09023839,-1,0.650902384,-1,0.650902384,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 9.0]",0.625363381,0.625363381,0.388368089,1
477,GDP,农业生产资料价格指数:半机械化农具:当月同比,65.05550791,-4,0.650555079,-4,0.650555079,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 8.5]",0.40808813,0.40808813,0.360985883,1
478,GDP,农业生产资料价格指数:半机械化农具:当月同比.1,65.05550791,-4,0.650555079,-4,0.650555079,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 8.5]",0.40808813,0.40808813,0.360985883,1
448,GDP,PPI:生活资料:食品类:当月同比,59.88108869,1,0.648810887,1,0.648810887,"[38.25, 76.5, 21.857142857142854]","[51.0, 19.125, 9.5625]",0.56729059,0.56729059,0.210291447,1
89,GDP,商品房销售面积:累计同比,59.87908718,-6,0.648790872,11,0.394675771,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 76.5]",-0.312476524,0.312476524,0.355259046,0
77,GDP,房屋新开工面积:住宅:累计同比,48.02474083,-12,0.648000276,8,0.480247408,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 13.909090909090908]",0.196248206,0.196248206,0.282295704,1
506,GDP,出口价格指数(HS2):总指数,64.69955841,1,0.646995584,1,0.646995584,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 17.0]",0.608967341,0.608967341,0.020982818,1
207,GDP,OECD综合领先指标:美国,64.65682379,2,0.646568238,2,0.646568238,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 15.299999999999999]",0.482904799,0.482904799,0.024849894,1
145,GDP,进出口金额:外商独资企业:累计同比,50.23972291,-12,0.645749575,1,0.502397229,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 6.954545454545454]",0.410697679,0.410697679,0.161439338,1
502,GDP,农业生产资料价格指数:农药及农药械:环比,64.50182667,1,0.645018267,1,0.645018267,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 4.5]",0.595369019,0.595369019,0.095584887,1
9,GDP,税收收入:进口环节增值税和消费税:当月同比,45.01762412,-11,0.644688213,3,0.450176241,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 15.299999999999999]",0.307855725,0.307855725,0.190676013,1
115,GDP,宏观经济景气指数:一致指数,56.01198105,-12,0.643537186,4,0.56011981,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 19.125]",0.415314042,0.415314042,0.023943512,1
429,GDP,RPI:建筑材料及五金电料:当月同比,64.31014459,1,0.643101446,1,0.643101446,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 9.0]",0.595058806,0.595058806,0.166597149,1
186,GDP,PMI:进口,64.16203739,6,0.641620374,6,0.641620374,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 76.5]",0.181939039,0.181939039,0.025656806,1
450,GDP,PPI:生活资料:一般日用品类:当月同比,63.88960149,1,0.638896015,1,0.638896015,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 7.285714285714285]",0.615199954,0.615199954,0.199232211,1
484,GDP,农业生产资料价格指数:总指数:累计同比,58.88108712,-4,0.638810871,-4,0.638810871,"[38.25, 76.5, 21.857142857142854]","[51.0, 8.5, 7.285714285714285]",0.480391805,0.480391805,0.367722628,1
383,GDP,PPI:当月同比:翘尾因素,63.88068012,1,0.638806801,1,0.638806801,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 25.5]",0.581023218,0.581023218,0.161474519,1
370,GDP,PPI:全部工业品:当月同比,63.82793322,1,0.638279332,1,0.638279332,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 25.5]",0.588069633,0.588069633,0.193596161,1
376,GDP,PPI:全部工业品:当月同比.1,63.82778529,1,0.638277853,1,0.638277853,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 17.0]",0.588076251,0.588076251,0.021493991,1
70,GDP,实际使用外资金额:合计:累计同比,58.82708984,1,0.638270898,1,0.638270898,"[38.25, 76.5, 21.857142857142854]","[30.599999999999998, 21.857142857142854, 9.0]",0.607372498,0.607372498,0.135429749,1
90,GDP,商品房销售面积:住宅:累计同比,58.62975568,-5,0.636297557,11,0.360769725,"[38.25, 76.5, 21.857142857142854]","[38.25, 21.857142857142854, 76.5]",-0.317453118,0.317453118,0.367719548,0
666,GDP,产量:初级形态的塑料:当月同比,58.48763663,-8,0.634876366,12,0.428719505,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 8.052631578947368]",-0.171284002,0.171284002,0.209984377,0
386,GDP,PPIRM:当月同比.1,63.47709918,1,0.634770992,1,0.634770992,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 17.0]",0.588719935,0.588719935,0.020186028,1
384,GDP,PPIRM:当月同比,63.47709272,1,0.634770927,1,0.634770927,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 25.5]",0.588715569,0.588715569,0.182568067,1
682,GDP,产量:发动机:当月同比,58.34060781,-8,0.633406078,12,0.229034913,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 17.0]",-0.105996685,0.105996685,0.235918098,0
76,GDP,房屋新开工面积:累计同比,45.76053576,-12,0.632902486,8,0.457605358,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 13.909090909090908]",0.192673254,0.192673254,0.275206872,1
562,GDP,银行间同业拆借加权利率:3个月,58.20524722,-1,0.632052472,-1,0.632052472,"[38.25, 76.5, 21.857142857142854]","[76.5, 38.25, 19.125]",0.618327515,0.618327515,0.030084512,1
180,GDP,PMI:生产,52.46257363,-7,0.631888564,7,0.524625736,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 10.928571428571427]",0.008382638,0.008382638,0.027602212,1
42,GDP,进口金额:当月同比,50.38650095,-12,0.630444453,2,0.50386501,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 9.0]",0.41843025,0.41843025,0.145656609,1
436,GDP,RPI:日用品:累计同比,63.03006149,-11,0.630300615,-11,0.630300615,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 9.0]",-0.01440439,0.01440439,0.555251129,1
456,GDP,PPIRM:其他工业原材料及半成品类:当月同比,62.85773581,1,0.628577358,1,0.628577358,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 17.0]",0.559749043,0.559749043,0.214557464,1
86,GDP,商品房销售额:住宅:累计同比,57.68454338,-5,0.626845434,12,0.332475385,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 76.5]",-0.358857555,0.358857555,0.394843752,0
527,GDP,CPI:服务:当月同比,62.49632886,3,0.624963289,3,0.624963289,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 15.299999999999999]",0.551618209,0.551618209,0.123763249,1
532,GDP,CPI:服务:当月同比.1,62.49632886,3,0.624963289,3,0.624963289,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 15.299999999999999]",0.551618209,0.551618209,0.024841112,1
67,GDP,实际使用外资金额:外商直接投资:累计同比,57.38001119,1,0.623800112,1,0.623800112,"[38.25, 76.5, 21.857142857142854]","[30.599999999999998, 21.857142857142854, 6.954545454545454]",0.596553207,0.596553207,0.135986537,1
51,GDP,进口金额:一般贸易:当月同比,52.99002864,-12,0.623731372,2,0.529900286,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 17.0]",0.452037195,0.452037195,0.167178497,1
85,GDP,本年购置土地面积:累计同比,62.30421743,5,0.623042174,5,0.623042174,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 9.0]",0.473508507,0.473508507,0.218425457,1
496,GDP,农业生产资料价格指数:农用手工具:环比,62.24471637,3,0.622447164,3,0.622447164,"[38.25, 76.5, 21.857142857142854]","[38.25, 11.769230769230768, 17.0]",0.559591642,0.559591642,0.176466604,1
637,GDP,零售额:家用电器和音像器材类:累计同比,57.23043457,-12,0.622304346,7,0.367231555,"[38.25, 76.5, 21.857142857142854]","[38.25, 19.125, 7.285714285714285]",0.244614281,0.244614281,0.252253432,0
245,GDP,成交量:上海:期货合计:累计同比,57.18585332,-2,0.621858533,-12,0.138894629,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 25.5]",-0.576572132,0.576572132,0.635435573,0
454,GDP,PPIRM:化工原料类:当月同比,62.17340133,1,0.621734013,1,0.621734013,"[38.25, 76.5, 21.857142857142854]","[38.25, 76.5, 17.0]",0.558454716,0.558454716,0.195416636,1
64,GDP,进口金额:机电产品:累计同比,40.53192584,-12,0.620390019,1,0.455319258,"[38.25, 76.5, 21.857142857142854]","[30.599999999999998, 76.5, 19.125]",0.385771257,0.385771257,0.142297375,1
460,GDP,CGPI:矿产品:当月同比,57.5541814,-12,0.620008128,2,0.575541814,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 21.857142857142854]",0.469322168,0.469322168,0.254202726,1
142,GDP,进出口金额:外商投资企业:累计同比,52.51065565,-12,0.619243058,1,0.525106557,"[38.25, 76.5, 21.857142857142854]","[38.25, 17.0, 6.954545454545454]",0.433628803,0.433628803,0.162584688,1
182,GDP,PMI:新出口订单,58.17228602,-8,0.617637165,7,0.58172286,"[38.25, 76.5, 21.857142857142854]","[38.25, 15.299999999999999, 8.5]",0.163568402,0.163568402,0.026316132,1
379,GDP,PPI:生产资料:当月同比.1,61.70664216,1,0.617066422,1,0.617066422,"[38.25, 76.5, 21.857142857142854]","[38.25, 25.5, 17.0]",0.569081065,0.569081065,0.020923632,1
372,GDP,PPI:生产资料:当月同比,61.70664216,1,0.617066422,1,0.617066422,"[38.25, 76.5, 21.857142857142854]","[38.25, 153.0, 25.5]",0.569081065,0.569081065,0.202647755,1
