,指标1,指标2,最优皮尔逊位移位数,最优位移皮尔逊相关系数,指标1,指标2,最优TS位移位数,最优TS,指标1,指标2,最优kl位移位数,最优kl,未位移皮尔逊相关系数,TS,kl,位移3个月皮尔逊,位移3个月TS,位移3个月kl,位移6个月皮尔逊,位移6个月TS,位移6个月kl,指标1 显著频率top3,指标2 显著频率top3
10,GDP,税收收入:企业所得税:当月同比,-12,-0.10434325999772512,GDP,税收收入:企业所得税:当月同比,10,0.1980679025371523,GDP,税收收入:企业所得税:当月同比,-12,0.17818795418903827,-0.13372017037176734,0.1337201703717673,0.1930624553315029,-0.12405912305584543,0.12405912305584543,0.20009125070342645,-0.1073695511154487,0.10736955111544876,0.202161138054387,"[11.769230769230768, 6.12, 4.026315789473684]","[19.125, 6.954545454545454, 5.1]"
11,GDP,税收收入:个人所得税:当月同比,12,-0.024546453734797295,GDP,税收收入:个人所得税:当月同比,-2,0.27616442186941875,GDP,税收收入:个人所得税:当月同比,12,0.09936808754341662,-0.2581885411805313,0.25818854118053125,0.38277926834446063,-0.18802692815411776,0.1880269281541178,0.3903247057811884,-0.12335799652166428,0.12335799652166428,0.36671359333980447,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 21.857142857142854, 76.5]"
12,GDP,非税收入:累计值,12,0.7595040164235757,GDP,非税收入:累计值,12,0.7595040164235756,GDP,非税收入:累计值,-12,0.17845714428353762,0.7438595928491979,0.7438595928491983,0.18883064135166727,0.5471750634463864,0.5471750634463866,0.23868790111488608,0.5254125255129541,0.5254125255129545,0.2634357881184227,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
13,GDP,公共财政支出:累计值,0,0.7638209094422904,GDP,公共财政支出:累计值,0,0.7638209094422903,GDP,公共财政支出:累计值,-12,0.18063997863620407,0.7638209094422904,0.7638209094422903,0.18638285275656857,0.5591886343995778,0.5591886343995779,0.2411196183031066,0.5348946538908258,0.5348946538908256,0.2634728521575544,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 2.9999999999999996, 4.026315789473684]"
14,GDP,公共财政支出:累计同比,4,-0.4972373349311401,GDP,公共财政支出:累计同比,-12,0.5590373809711645,GDP,公共财政支出:累计同比,2,0.2843126674060171,-0.5333731681532722,0.5333731681532722,0.2945375107671476,-0.49809432476630616,0.49809432476630616,0.29618676337854477,-0.5025188632662743,0.5025188632662743,0.302700261502725,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 19.125, 7.285714285714285]"
15,GDP,公共财政收入:累计值,12,0.7471214767322181,GDP,公共财政收入:累计值,12,0.7471214767322178,GDP,公共财政收入:累计值,-12,0.11890026827769483,0.7468237112421678,0.7468237112421676,0.11892257321279408,0.5420384604596377,0.5420384604596377,0.16392765763838352,0.507895493358265,0.5078954933582651,0.1816477296637215,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
16,GDP,公共财政收入:累计同比,-12,-0.4830495773840634,GDP,公共财政收入:累计同比,0,0.5300884546465937,GDP,公共财政收入:累计同比,-12,0.24538962939705977,-0.5300884546465939,0.5300884546465939,0.2625826881703786,-0.5064884558789132,0.5064884558789132,0.2598658607777563,-0.4925957389107812,0.49259573891078123,0.2587102929434213,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 9.0]"
17,GDP,税收收入:累计值,0,0.7452893565677123,GDP,税收收入:累计值,0,0.7452893565677122,GDP,税收收入:累计值,0,0.11300699678403378,0.7452893565677123,0.7452893565677124,0.11300699678403378,0.5407355496577637,0.5407355496577637,0.15689162467093512,0.5040314082259928,0.5040314082259926,0.17415968494927092,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
18,GDP,税收收入:累计同比,9,-0.4025401013232868,GDP,税收收入:累计同比,0,0.4662323887629772,GDP,税收收入:累计同比,-12,0.2528903391324104,-0.4662323887629773,0.46623238876297735,0.26949837557064393,-0.43238315956801626,0.43238315956801626,0.2634987204222369,-0.4138692510782189,0.4138692510782188,0.261241524477831,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 9.0]"
19,GDP,税收收入:企业所得税:累计同比,-12,-0.26688723148083576,GDP,税收收入:企业所得税:累计同比,0,0.35618445894773554,GDP,税收收入:企业所得税:累计同比,-12,0.21381031633959832,-0.35618445894773576,0.35618445894773565,0.23256188256090526,-0.3291059015876424,0.3291059015876424,0.23177225076338365,-0.3240636491597357,0.32406364915973557,0.23498049386837785,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 21.857142857142854]"
20,GDP,税收收入:个人所得税:累计同比,9,-0.09383233589634864,GDP,税收收入:个人所得税:累计同比,-8,0.3585843678866685,GDP,税收收入:个人所得税:累计同比,12,0.10205867347737993,-0.3270031059606718,0.32700310596067167,0.5912042954833462,-0.2716631195947294,0.27166311959472944,0.5019960347955364,-0.18752666308138768,0.18752666308138763,0.3710639876700197,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 76.5, 17.0]"
21,GDP,税收收入:进口环节增值税和消费税:累计同比,9,-0.2150814424572913,GDP,税收收入:进口环节增值税和消费税:累计同比,-12,0.2876490058097823,GDP,税收收入:进口环节增值税和消费税:累计同比,2,0.34366711839714503,-0.2816989291068698,0.28169892910687,0.35098081463435293,-0.24900805867811876,0.24900805867811893,0.35264167945966407,-0.22866992545953238,0.2286699254595324,0.3581673378227301,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 25.5]"
22,GDP,税收收入:外贸企业出口退税:累计同比,-9,-0.025718962751138687,GDP,税收收入:外贸企业出口退税:累计同比,11,0.26607715467830884,GDP,税收收入:外贸企业出口退税:累计同比,-11,0.2218178529913422,-0.1392104190962199,0.13921041909621984,0.2457731402589513,-0.14289524125272413,0.14289524125272418,0.25494699272643084,-0.1920515462064533,0.19205154620645346,0.2642600618512069,"[11.769230769230768, 6.12, 4.026315789473684]","[25.5, 38.25, 19.125]"
23,GDP,非税收入:累计同比,-9,-0.5068267554691367,GDP,非税收入:累计同比,9,0.6313174254291208,GDP,非税收入:累计同比,-11,0.3510814820077193,-0.5655067208831701,0.5655067208831699,0.364731886011466,-0.6039517815825095,0.6039517815825094,0.37482052107927544,-0.616572166126352,0.6165721661263519,0.3794606083917881,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 30.599999999999998, 17.0]"
24,GDP,社会融资规模:企业债券融资:累计值,0,0.565606765638175,GDP,社会融资规模:企业债券融资:累计值,0,0.5656067656381747,GDP,社会融资规模:企业债券融资:累计值,0,0.46983095849715045,0.565606765638175,0.565606765638175,0.46983095849715045,0.37764690986350075,0.37764690986350075,0.5292810913119751,0.3512549530182854,0.3512549530182856,0.5684375410524216,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 38.25, 5.884615384615384]"
25,GDP,社会融资规模:非金融企业境内股票融资:累计值,12,0.5846882546032268,GDP,社会融资规模:非金融企业境内股票融资:累计值,12,0.5846882546032267,GDP,社会融资规模:非金融企业境内股票融资:累计值,12,0.25826082490303465,0.4291951702505678,0.4291951702505679,0.29792467614334184,0.30969782997563944,0.30969782997563944,0.34455019666611375,0.33542169758415774,0.33542169758415785,0.3429843405010431,"[11.769230769230768, 6.12, 4.026315789473684]","[76.5, 11.769230769230768, 13.909090909090908]"
26,GDP,社会融资规模:当月值,9,0.5081765809265424,GDP,社会融资规模:当月值,9,0.5081765809265427,GDP,社会融资规模:当月值,9,0.08671743896942474,0.45883622990989587,0.45883622990989564,0.09991168857146127,0.479323092960702,0.4793230929607018,0.09541993849820236,0.48759744150071516,0.4875974415007151,0.09181541056253723,"[11.769230769230768, 6.12, 4.026315789473684]","[2.9999999999999996, 51.0, 2.390625]"
27,GDP,社会融资规模:新增人民币贷款:当月值,3,0.6171520109979891,GDP,社会融资规模:新增人民币贷款:当月值,3,0.6171520109979891,GDP,社会融资规模:新增人民币贷款:当月值,-7,0.06599086849911952,0.5567658390684826,0.5567658390684824,0.0811267378466267,0.6171520109979891,0.6171520109979893,0.06785885126785572,0.611579373982962,0.6115793739829617,0.06763051545056678,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 12.75, 2.390625]"
28,GDP,社会融资规模:新增外币贷款:当月值,8,-0.3581525085867103,GDP,社会融资规模:新增外币贷款:当月值,-12,0.4741486929629496,GDP,社会融资规模:新增外币贷款:当月值,6,0.3170509196859526,-0.4482054504821213,0.4482054504821213,0.35526909910397775,-0.40283564147605155,0.4028356414760516,0.3555066252814989,-0.3641708511935088,0.36417085119350884,0.3170509196859526,"[11.769230769230768, 6.12, 4.026315789473684]","[153.0, 17.0, 30.599999999999998]"
29,GDP,社会融资规模:新增委托贷款:当月值,12,0.07790830421878318,GDP,社会融资规模:新增委托贷款:当月值,-10,0.2647206466376674,GDP,社会融资规模:新增委托贷款:当月值,12,0.14119556182617657,-0.1569440418166421,0.15694404181664195,0.48829573550226674,-0.1577442532819789,0.15774425328197894,0.4413330076164172,-0.10488413682485857,0.10488413682485849,0.46294304854259083,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 2.9999999999999996, 11.769230769230768]"
30,GDP,社会融资规模:新增信托贷款:当月值,12,0.15789621861675124,GDP,社会融资规模:新增信托贷款:当月值,12,0.1578962186167511,GDP,社会融资规模:新增信托贷款:当月值,8,0.37911279602135206,-0.014921551438690726,0.01492155143869064,0.4226386599453559,0.030730002605976723,0.030730002605976702,0.42051836034655343,0.09632871123435574,0.09632871123435573,0.42394811153140644,"[11.769230769230768, 6.12, 4.026315789473684]","[51.0, 11.769230769230768, 19.125]"
31,GDP,社会融资规模:新增未贴现银行承兑汇票:当月值,8,-0.23811442902268773,GDP,社会融资规模:新增未贴现银行承兑汇票:当月值,-9,0.376732497763695,GDP,社会融资规模:新增未贴现银行承兑汇票:当月值,8,0.42204207236428376,-0.3230809775476363,0.3230809775476365,0.4593212064263446,-0.32819496309272816,0.32819496309272816,0.47852950637380265,-0.26625393314295276,0.2662539331429528,0.4390947408421157,"[11.769230769230768, 6.12, 4.026315789473684]","[153.0, 11.769230769230768, 2.9999999999999996]"
32,GDP,社会融资规模:企业债券融资:当月值,1,0.42349486493058297,GDP,社会融资规模:企业债券融资:当月值,1,0.423494864930583,GDP,社会融资规模:企业债券融资:当月值,-3,0.3020250582817233,0.40025517970718694,0.4002551797071871,0.31664558740327214,0.3654937568396271,0.3654937568396272,0.3301359231094034,0.3249081908025532,0.3249081908025534,0.3665646120122378,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 4.026315789473684, 5.884615384615384]"
33,GDP,社会融资规模:非金融企业境内股票融资:当月值,12,0.39724567927877996,GDP,社会融资规模:非金融企业境内股票融资:当月值,12,0.39724567927877974,GDP,社会融资规模:非金融企业境内股票融资:当月值,12,0.24395886876909972,0.23482303031362067,0.23482303031362087,0.2890460995978554,0.2188582726825001,0.21885827268250008,0.2892059286824435,0.2851608247924764,0.2851608247924764,0.2752030439304861,"[11.769230769230768, 6.12, 4.026315789473684]","[76.5, 17.0, 25.5]"
34,GDP,进出口金额:当月值,0,0.8311793280329263,GDP,进出口金额:当月值,0,0.8311793280329259,GDP,进出口金额:当月值,12,0.0182110140803612,0.8311793280329263,0.8311793280329259,0.022113289520826293,0.7680327489527236,0.7680327489527232,0.025806362982304813,0.7348564342045171,0.7348564342045173,0.02734446952870498,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 25.5]"
35,GDP,出口金额:当月值,0,0.8382661462324136,GDP,出口金额:当月值,0,0.8382661462324132,GDP,出口金额:当月值,12,0.017389707248055525,0.8382661462324136,0.8382661462324135,0.021726251189436094,0.758233255794425,0.7582332557944251,0.027225095404216013,0.7230397114588945,0.7230397114588938,0.02909561246067982,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 25.5]"
36,GDP,进口金额:当月值,0,0.7848897254467933,GDP,进口金额:当月值,0,0.7848897254467935,GDP,进口金额:当月值,12,0.02266058951859927,0.7848897254467933,0.7848897254467933,0.025836150909174085,0.7437857287778752,0.7437857287778755,0.027578694815316655,0.7143885168868626,0.7143885168868627,0.02883507140265258,"[11.769230769230768, 6.12, 4.026315789473684]","[4.026315789473684, 11.769230769230768, 2.9999999999999996]"
37,GDP,贸易差额:当月值,-12,0.4961095596823033,GDP,贸易差额:当月值,-12,0.49610955968230286,GDP,贸易差额:当月值,-12,0.1862993736933315,0.4605979599781362,0.46059795997813635,0.19299775042783732,0.3392378645083353,0.33923786450833526,0.2226008474572655,0.3112009490253524,0.31120094902535234,0.23223463793106747,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 5.884615384615384, 38.25]"
38,GDP,贸易差额:当月同比,-5,0.05383003159646067,GDP,贸易差额:当月同比,12,0.09161974161339403,GDP,贸易差额:当月同比,-11,0.29278766858264305,-0.08344876080786784,0.08344876080786784,0.319611151741754,-0.04354664352655376,0.04354664352655376,0.33363369281538924,-0.02698591029283422,0.02698591029283425,0.3391743384489639,"[11.769230769230768, 6.12, 4.026315789473684]","[21.857142857142854, 2.6842105263157894, 2.1857142857142855]"
39,GDP,进出口金额:当月同比,10,-0.24141841619373933,GDP,进出口金额:当月同比,0,0.3131937166892795,GDP,进出口金额:当月同比,-11,0.2859926252292476,-0.3131937166892794,0.31319371668927926,0.2933232109414463,-0.2917903313244488,0.2917903313244488,0.2959488070820513,-0.27884542438361665,0.2788454243836167,0.2984732780960371,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 19.125, 3.558139534883721]"
40,GDP,出口金额:当月同比,-12,-0.227433072402838,GDP,出口金额:当月同比,0,0.2986982997147099,GDP,出口金额:当月同比,-11,0.5344128193947971,-0.29869829971471,0.29869829971470974,0.5407373973343583,-0.28349553908837194,0.28349553908837194,0.573872680746301,-0.2730772443497751,0.27307724434977493,0.5923827872470837,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 19.125, 3.558139534883721]"
41,GDP,进口金额:当月同比,10,-0.1923226659639876,GDP,进口金额:当月同比,-9,0.2905817023213849,GDP,进口金额:当月同比,2,0.23443919508050487,-0.269668071464466,0.26966807146446614,0.24135936805694103,-0.24141942013599943,0.24141942013599946,0.24029682695965165,-0.22549083480784188,0.225490834807842,0.2412926948889791,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 9.0]"
42,GDP,贸易差额:当月同比.1,-5,0.05383003159646067,GDP,贸易差额:当月同比.1,12,0.09161974161339403,GDP,贸易差额:当月同比.1,-11,0.29278766858264305,-0.08344876080786784,0.08344876080786784,0.319611151741754,-0.04354664352655376,0.04354664352655376,0.33363369281538924,-0.02698591029283422,0.02698591029283425,0.3391743384489639,"[11.769230769230768, 6.12, 4.026315789473684]","[21.857142857142854, 2.6842105263157894, 2.1857142857142855]"
43,GDP,进出口金额:累计同比,9,-0.24085355835876285,GDP,进出口金额:累计同比,0,0.29180337467493345,GDP,进出口金额:累计同比,-12,0.296996177707427,-0.29180337467493345,0.29180337467493334,0.3033309363352456,-0.27662906732256015,0.27662906732256015,0.3074082741575425,-0.26189657378728554,0.2618965737872856,0.30992952586806277,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 9.0]"
44,GDP,出口金额:累计同比,-12,-0.25220200032149054,GDP,出口金额:累计同比,0,0.3355270140979467,GDP,出口金额:累计同比,-6,0.39560629359581506,-0.33552701409794683,0.33552701409794705,0.4145790530093788,-0.3265398916454807,0.32653989164548086,0.4306489994550878,-0.3171519194244775,0.31715191942447757,0.4193756965082346,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 19.125, 6.954545454545454]"
45,GDP,进口金额:累计同比,9,-0.17157533378048762,GDP,进口金额:累计同比,-11,0.2574154610871557,GDP,进口金额:累计同比,2,0.247456415423017,-0.23550341503929037,0.23550341503929018,0.25210588472920104,-0.21409068553264668,0.21409068553264646,0.2535765920359506,-0.19476845970940887,0.1947684597094088,0.2546395202869201,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 17.0, 9.0]"
46,GDP,进出口金额:一般贸易:当月值,0,0.8853601954911196,GDP,进出口金额:一般贸易:当月值,0,0.8853601954911198,GDP,进出口金额:一般贸易:当月值,12,0.013821756629043266,0.8853601954911196,0.8853601954911193,0.014366627011631064,0.8489471011469497,0.84894710114695,0.0171112915013813,0.8168189309001738,0.8168189309001737,0.019670790668489205,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 30.599999999999998]"
47,GDP,出口金额:一般贸易:当月值,0,0.8960484368857259,GDP,出口金额:一般贸易:当月值,0,0.8960484368857253,GDP,出口金额:一般贸易:当月值,12,0.013890879711641681,0.8960484368857259,0.8960484368857253,0.014009939109000683,0.8454441641189688,0.8454441641189688,0.019134569034217758,0.8077420580891818,0.8077420580891819,0.02276029382360672,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 5.884615384615384]"
48,GDP,出口金额:一般贸易:当月同比,-9,-0.14956391540472844,GDP,出口金额:一般贸易:当月同比,0,0.22857988590454179,GDP,出口金额:一般贸易:当月同比,-12,0.2988983439575438,-0.22857988590454176,0.2285798859045419,0.3157392476583136,-0.20885219702256907,0.20885219702256913,0.32947557659585425,-0.19338350213402952,0.19338350213402947,0.33173268952878693,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 19.125, 3.558139534883721]"
49,GDP,进口金额:一般贸易:当月值,0,0.8076801040514652,GDP,进口金额:一般贸易:当月值,0,0.8076801040514656,GDP,进口金额:一般贸易:当月值,1,0.02205218069957019,0.8076801040514652,0.8076801040514654,0.02246247289718563,0.7884026778356923,0.7884026778356922,0.023093093537621456,0.7635110728063215,0.7635110728063216,0.0248046506930992,"[11.769230769230768, 6.12, 4.026315789473684]","[30.599999999999998, 4.026315789473684, 21.857142857142854]"
50,GDP,进口金额:一般贸易:当月同比,11,-0.27889790188077185,GDP,进口金额:一般贸易:当月同比,-9,0.37005610653174986,GDP,进口金额:一般贸易:当月同比,12,0.279235833206136,-0.34322471551019584,0.34322471551019557,0.286853278767971,-0.3232855004336028,0.32328550043360293,0.28627434177104477,-0.3076982834301261,0.30769828343012634,0.28661812382179985,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 17.0]"
51,GDP,进出口金额:一般贸易:累计值,0,0.6038693766057898,GDP,进出口金额:一般贸易:累计值,0,0.6038693766057894,GDP,进出口金额:一般贸易:累计值,0,0.1587793338037662,0.6038693766057898,0.6038693766057895,0.1587793338037662,0.37251393560215734,0.37251393560215734,0.21087133910797742,0.34977200199032454,0.3497720019903244,0.22857987702080998,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
52,GDP,出口数量指数(HS2):总指数.1,10,-0.12421515749847299,GDP,出口数量指数(HS2):总指数.1,0,0.21635153287863496,GDP,出口数量指数(HS2):总指数.1,12,0.07134239886732634,-0.2163515328786348,0.21635153287863493,0.08882027612565638,-0.19700682980750855,0.19700682980750847,0.08389573308871104,-0.18500162307995846,0.18500162307995846,0.07994680726812702,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 19.125, 3.558139534883721]"
53,GDP,出口价值指数(HS2):总指数,-12,-0.1570956785286968,GDP,出口价值指数(HS2):总指数,7,0.24295400129115827,GDP,出口价值指数(HS2):总指数,11,0.0773979087973205,-0.24039912431543756,0.24039912431543756,0.09227942241880852,-0.23693722402825484,0.2369372240282549,0.08814152433644695,-0.23303112328251785,0.23303112328251788,0.08452447201987633,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 19.125, 3.558139534883721]"
54,GDP,进口数量指数(HS2):总指数,11,-0.10171633336921311,GDP,进口数量指数(HS2):总指数,-6,0.25090664352505043,GDP,进口数量指数(HS2):总指数,12,0.06681296079881824,-0.22821968961693861,0.22821968961693864,0.08554796408540755,-0.2003062808078423,0.2003062808078422,0.07985072541562227,-0.18099209247560974,0.18099209247560966,0.07545869121676702,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 9.0, 17.0]"
55,GDP,进口价值指数(HS2):总指数,10,-0.17691472527535,GDP,进口价值指数(HS2):总指数,-8,0.251199033634982,GDP,进口价值指数(HS2):总指数,11,0.08321284381401604,-0.22641795314457894,0.2264179531445788,0.09837324330215408,-0.21298078869655357,0.21298078869655357,0.09341177898131037,-0.20579280550143905,0.20579280550143889,0.08973172140776547,"[11.769230769230768, 6.12, 4.026315789473684]","[38.25, 25.5, 17.0]"
56,GDP,出口金额:高新技术产品:当月值,0,0.8490290278798506,GDP,出口金额:高新技术产品:当月值,0,0.8490290278798507,GDP,出口金额:高新技术产品:当月值,12,0.01611938674621735,0.8490290278798506,0.8490290278798509,0.02046857977508744,0.7303305015627725,0.7303305015627721,0.028644941238486675,0.7307326738324968,0.7307326738324964,0.02772648827698776,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 2.9999999999999996]"
57,GDP,出口金额:高新技术产品:累计值,12,0.5191605936979927,GDP,出口金额:高新技术产品:累计值,12,0.5191605936979931,GDP,出口金额:高新技术产品:累计值,12,0.17502438278081578,0.5180354205420515,0.5180354205420519,0.17545357025075148,0.27556747711440416,0.27556747711440405,0.2297423485307547,0.26599329800880595,0.2659932980088062,0.2450399004189382,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
58,GDP,进口金额:高新技术产品:当月值,0,0.8690239513554536,GDP,进口金额:高新技术产品:当月值,0,0.8690239513554531,GDP,进口金额:高新技术产品:当月值,12,0.01408742115060855,0.8690239513554536,0.8690239513554533,0.017894000446440066,0.8115394662958764,0.8115394662958765,0.02162687552566568,0.7646193427474735,0.7646193427474738,0.024698059853880378,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 4.026315789473684, 2.9999999999999996]"
59,GDP,进口金额:高新技术产品:累计值,0,0.5450198173995875,GDP,进口金额:高新技术产品:累计值,0,0.5450198173995874,GDP,进口金额:高新技术产品:累计值,12,0.17416366315021758,0.5450198173995875,0.5450198173995876,0.17451816955128954,0.306220667652505,0.306220667652505,0.22868416256934498,0.29147218216878223,0.2914721821687822,0.24519958448277546,"[11.769230769230768, 6.12, 4.026315789473684]","[11.769230769230768, 6.12, 4.026315789473684]"
60,GDP,进口金额:高新技术产品:累计同比,9,-0.0466962541311718,GDP,进口金额:高新技术产品:累计同比,0,0.14535894354809709,GDP,进口金额:高新技术产品:累计同比,2,0.20307308093706883,-0.14535894354809706,0.1453589435480971,0.20908201039160643,-0.11402159055409249,0.11402159055409258,0.20875436964311836,-0.08268070924305126,0.08268070924305124,0.20777762433578517,"[11.769230769230768, 6.12, 4.026315789473684]","[30.599999999999998, 76.5, 19.125]"
